,Paris_Centre,PARIS_1er_Les_Halles,Place_Victor_Basch,Boulevard_Péripherique_Auteuil,Autoroute_A1_-_Saint-Denis,AUBERVILLIERS,OBJECTID
,PA04C,PA01H,BASCH,AUT,A1,AUB,0
,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,1
,CO,CO,CO,CO,CO,CO,2
,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,3
2019-01-01 01:00:00Z,0.217000,,,0.493000,0.414000,0.190000,4
2019-01-01 02:00:00Z,0.181000,,,0.370000,0.402000,0.148000,5
2019-01-01 03:00:00Z,0.163000,,,0.386000,0.495000,0.139000,6
2019-01-01 04:00:00Z,0.153000,,,0.360000,0.670000,0.136000,7
2019-01-01 05:00:00Z,0.149000,,,0.273000,0.514000,0.124000,8
2019-01-01 06:00:00Z,0.178000,,,0.305000,0.497000,0.124000,9
2019-01-01 07:00:00Z,0.135000,,,0.301000,0.383000,0.139000,10
2019-01-01 08:00:00Z,0.135000,,,0.219000,0.377000,0.131000,11
2019-01-01 09:00:00Z,0.126000,,,0.163000,0.237000,0.138000,12
2019-01-01 10:00:00Z,0.139000,,,0.191000,0.270000,0.109000,13
2019-01-01 11:00:00Z,0.131000,,,0.230000,0.390000,0.096000,14
2019-01-01 12:00:00Z,0.133000,,,0.237000,0.282000,0.105000,15
2019-01-01 13:00:00Z,0.144000,,,0.237000,0.322000,0.103000,16
2019-01-01 14:00:00Z,0.143000,,,0.333000,0.358000,0.110000,17
2019-01-01 15:00:00Z,0.159000,,,0.300000,0.336000,0.120000,18
2019-01-01 16:00:00Z,0.168000,,,0.350000,0.369000,0.125000,19
2019-01-01 17:00:00Z,0.161000,,,0.387000,0.388000,0.142000,20
2019-01-01 18:00:00Z,0.176000,,,0.415000,0.494000,0.181000,21
2019-01-01 19:00:00Z,0.189000,,,0.427000,0.488000,0.212000,22
2019-01-01 20:00:00Z,0.234000,,,0.448000,0.486000,0.182000,23
2019-01-01 21:00:00Z,0.253000,,,0.411000,0.399000,0.181000,24
2019-01-01 22:00:00Z,0.260000,,,0.350000,0.350000,0.171000,25
2019-01-01 23:00:00Z,0.176000,,,0.319000,0.238000,0.144000,26
2019-01-02 00:00:00Z,0.117000,,,0.192000,0.184000,0.109000,27
2019-01-02 01:00:00Z,0.114000,,,0.115000,0.162000,0.137000,28
2019-01-02 02:00:00Z,0.123000,,,0.122000,0.161000,0.146000,29
2019-01-02 03:00:00Z,0.127000,,,0.117000,0.167000,0.159000,30
2019-01-02 04:00:00Z,0.137000,,,0.147000,0.206000,0.153000,31
2019-01-02 05:00:00Z,0.132000,,,0.173000,0.218000,0.169000,32
2019-01-02 06:00:00Z,0.139000,,,0.219000,0.284000,0.156000,33
2019-01-02 07:00:00Z,0.142000,,,0.279000,0.274000,0.157000,34
2019-01-02 08:00:00Z,0.168000,,,0.488000,0.376000,0.157000,35
2019-01-02 09:00:00Z,0.197000,,,0.574000,0.381000,0.178000,36
2019-01-02 10:00:00Z,0.196000,,,0.330000,0.274000,0.168000,37
2019-01-02 11:00:00Z,0.170000,,,0.321000,0.289000,0.172000,38
2019-01-02 12:00:00Z,0.163000,,,0.341000,0.277000,0.158000,39
2019-01-02 13:00:00Z,0.173000,,,0.356000,0.309000,0.153000,40
2019-01-02 14:00:00Z,0.150000,,,0.304000,0.292000,0.146000,41
2019-01-02 15:00:00Z,0.154000,,,0.326000,0.232000,0.147000,42
2019-01-02 16:00:00Z,0.144000,,,0.390000,0.272000,0.169000,43
2019-01-02 17:00:00Z,0.167000,,,0.468000,0.399000,0.181000,44
2019-01-02 18:00:00Z,0.197000,,,0.481000,0.427000,0.194000,45
2019-01-02 19:00:00Z,0.219000,,,0.400000,0.385000,0.227000,46
2019-01-02 20:00:00Z,0.223000,,,0.402000,0.342000,0.196000,47
2019-01-02 21:00:00Z,0.222000,,,0.322000,0.314000,0.199000,48
2019-01-02 22:00:00Z,0.210000,,,0.307000,0.279000,0.207000,49
2019-01-02 23:00:00Z,0.195000,,,0.304000,0.262000,0.188000,50
2019-01-03 00:00:00Z,0.188000,,,0.274000,0.229000,0.198000,51
2019-01-03 01:00:00Z,0.197000,,,0.254000,0.207000,0.175000,52
2019-01-03 02:00:00Z,0.168000,,,0.210000,0.184000,0.164000,53
2019-01-03 03:00:00Z,0.172000,,,0.211000,0.189000,0.163000,54
2019-01-03 04:00:00Z,0.184000,,,0.220000,0.229000,0.173000,55
2019-01-03 05:00:00Z,0.183000,,,0.248000,0.255000,0.181000,56
2019-01-03 06:00:00Z,0.183000,,,0.316000,0.313000,0.185000,57
2019-01-03 07:00:00Z,0.203000,,,0.511000,0.377000,0.199000,58
2019-01-03 08:00:00Z,0.233000,,,1.056000,0.457000,0.208000,59
2019-01-03 09:00:00Z,,,,0.807000,0.494000,0.200000,60
2019-01-03 10:00:00Z,,,,0.545000,0.387000,0.186000,61
2019-01-03 11:00:00Z,,,,0.451000,0.361000,0.180000,62
2019-01-03 12:00:00Z,,,,0.448000,0.359000,0.179000,63
2019-01-03 13:00:00Z,,,,0.465000,0.342000,0.170000,64
2019-01-03 14:00:00Z,,,,0.432000,0.320000,0.153000,65
2019-01-03 15:00:00Z,,,,0.458000,0.318000,0.172000,66
2019-01-03 16:00:00Z,,,,0.504000,0.365000,0.163000,67
2019-01-03 17:00:00Z,,,,0.512000,0.437000,0.166000,68
2019-01-03 18:00:00Z,,,,0.607000,0.478000,0.175000,69
2019-01-03 19:00:00Z,,,,0.578000,0.396000,0.185000,70
2019-01-03 20:00:00Z,,,,0.485000,0.369000,0.200000,71
2019-01-03 21:00:00Z,,,,0.453000,0.336000,0.186000,72
2019-01-03 22:00:00Z,,,,0.393000,0.318000,0.205000,73
2019-01-03 23:00:00Z,,,,0.401000,0.370000,0.201000,74
2019-01-04 00:00:00Z,,,,0.372000,0.280000,0.201000,75
2019-01-04 01:00:00Z,0.245000,,,0.245000,0.217000,0.210000,76
2019-01-04 02:00:00Z,0.234000,,,0.218000,0.198000,0.204000,77
2019-01-04 03:00:00Z,0.222000,,,0.197000,0.189000,0.190000,78
2019-01-04 04:00:00Z,0.217000,,,0.234000,0.201000,0.198000,79
2019-01-04 05:00:00Z,0.211000,,,0.340000,0.277000,0.203000,80
2019-01-04 06:00:00Z,0.205000,,,0.443000,0.313000,0.208000,81
2019-01-04 07:00:00Z,0.227000,,,0.578000,0.333000,0.219000,82
2019-01-04 08:00:00Z,0.263000,,,1.011000,0.466000,0.225000,83
2019-01-04 09:00:00Z,0.285000,,,0.805000,0.493000,0.253000,84
2019-01-04 10:00:00Z,0.230000,,,0.473000,0.436000,0.245000,85
2019-01-04 11:00:00Z,0.234000,,,0.463000,0.405000,0.246000,86
2019-01-04 12:00:00Z,0.218000,,,0.491000,0.394000,0.233000,87
2019-01-04 13:00:00Z,0.182000,,,0.448000,0.354000,0.211000,88
2019-01-04 14:00:00Z,0.192000,,,0.428000,0.322000,0.202000,89
2019-01-04 15:00:00Z,0.121000,,,0.375000,0.318000,0.188000,90
2019-01-04 16:00:00Z,0.132000,,,0.527000,0.334000,0.185000,91
2019-01-04 17:00:00Z,0.167000,,,0.785000,0.434000,0.196000,92
2019-01-04 18:00:00Z,0.198000,,,0.742000,0.445000,0.210000,93
2019-01-04 19:00:00Z,0.169000,,,0.545000,0.368000,0.208000,94
2019-01-04 20:00:00Z,0.178000,,,0.531000,0.364000,0.207000,95
2019-01-04 21:00:00Z,0.179000,,,0.468000,0.293000,0.210000,96
2019-01-04 22:00:00Z,0.167000,,,0.383000,0.278000,0.195000,97
2019-01-04 23:00:00Z,0.172000,,,0.334000,0.270000,0.196000,98
2019-01-05 00:00:00Z,0.154000,,,0.297000,0.218000,0.187000,99
2019-01-05 01:00:00Z,0.179000,,,0.257000,0.205000,0.158000,100
2019-01-05 02:00:00Z,0.167000,,,0.272000,0.199000,0.153000,101
2019-01-05 03:00:00Z,0.156000,,,0.210000,0.160000,0.138000,102
2019-01-05 04:00:00Z,0.148000,,,0.206000,0.150000,0.132000,103
2019-01-05 05:00:00Z,0.145000,,,0.250000,0.181000,0.134000,104
2019-01-05 06:00:00Z,0.150000,,,0.242000,0.174000,0.136000,105
2019-01-05 07:00:00Z,0.173000,,,0.246000,0.224000,0.142000,106
2019-01-05 08:00:00Z,0.195000,,,0.320000,0.199000,0.149000,107
2019-01-05 09:00:00Z,0.186000,,,0.392000,0.262000,0.157000,108
2019-01-05 10:00:00Z,0.211000,,,0.423000,0.377000,0.175000,109
2019-01-05 11:00:00Z,0.231000,,,0.460000,0.411000,0.194000,110
2019-01-05 12:00:00Z,0.244000,,,0.435000,0.421000,0.201000,111
2019-01-05 13:00:00Z,0.249000,,,0.428000,0.345000,0.199000,112
2019-01-05 14:00:00Z,0.242000,,,0.458000,0.362000,0.193000,113
2019-01-05 15:00:00Z,0.213000,,,0.555000,0.367000,0.191000,114
2019-01-05 16:00:00Z,0.217000,,,0.590000,0.371000,0.202000,115
2019-01-05 17:00:00Z,0.210000,,,0.604000,0.370000,0.202000,116
2019-01-05 18:00:00Z,0.244000,,,0.599000,0.323000,0.187000,117
2019-01-05 19:00:00Z,0.230000,,,0.461000,0.320000,0.185000,118
2019-01-05 20:00:00Z,0.224000,,,0.418000,0.317000,0.175000,119
2019-01-05 21:00:00Z,0.245000,,,0.324000,0.296000,0.179000,120
2019-01-05 22:00:00Z,0.214000,,,0.384000,0.314000,0.195000,121
2019-01-05 23:00:00Z,0.218000,,,0.444000,0.272000,0.179000,122
2019-01-06 00:00:00Z,0.221000,,,0.431000,0.268000,0.190000,123
2019-01-06 01:00:00Z,0.264000,,,0.380000,0.317000,0.209000,124
2019-01-06 02:00:00Z,0.256000,,,0.375000,0.304000,0.181000,125
2019-01-06 03:00:00Z,0.247000,,,0.224000,0.253000,0.178000,126
2019-01-06 04:00:00Z,0.209000,,,0.230000,0.234000,0.144000,127
2019-01-06 05:00:00Z,0.190000,,,0.227000,0.229000,0.143000,128
2019-01-06 06:00:00Z,0.207000,,,0.318000,0.286000,0.148000,129
2019-01-06 07:00:00Z,0.229000,,,0.303000,0.377000,0.162000,130
2019-01-06 08:00:00Z,0.276000,,,0.321000,0.402000,0.176000,131
2019-01-06 09:00:00Z,0.273000,,,0.399000,0.500000,0.188000,132
2019-01-06 10:00:00Z,0.275000,,,0.440000,0.616000,0.204000,133
2019-01-06 11:00:00Z,0.355000,,,0.509000,0.571000,0.227000,134
2019-01-06 12:00:00Z,0.284000,,,0.593000,0.571000,0.255000,135
2019-01-06 13:00:00Z,0.333000,,,0.536000,0.604000,0.261000,136
2019-01-06 14:00:00Z,0.286000,,,0.562000,0.641000,0.268000,137
2019-01-06 15:00:00Z,0.312000,,,0.634000,0.624000,0.273000,138
2019-01-06 16:00:00Z,0.370000,,,0.721000,0.750000,0.253000,139
2019-01-06 17:00:00Z,0.397000,,,0.715000,0.797000,0.289000,140
2019-01-06 18:00:00Z,0.441000,,,0.746000,0.800000,0.340000,141
2019-01-06 19:00:00Z,0.405000,,,0.820000,0.764000,0.325000,142
2019-01-06 20:00:00Z,0.416000,,,0.644000,0.879000,0.317000,143
2019-01-06 21:00:00Z,0.453000,,,0.634000,0.881000,0.340000,144
2019-01-06 22:00:00Z,0.457000,,,0.611000,0.728000,0.330000,145
2019-01-06 23:00:00Z,0.414000,,,0.521000,0.522000,0.342000,146
2019-01-07 00:00:00Z,0.378000,,,0.483000,0.472000,0.338000,147
2019-01-07 01:00:00Z,0.303000,,,0.452000,0.341000,0.274000,148
2019-01-07 02:00:00Z,0.291000,,,0.386000,0.297000,0.241000,149
2019-01-07 03:00:00Z,0.275000,,,0.314000,0.253000,0.225000,150
2019-01-07 04:00:00Z,0.266000,,,0.382000,0.262000,0.221000,151
2019-01-07 05:00:00Z,0.248000,,,0.368000,0.279000,0.216000,152
2019-01-07 06:00:00Z,0.268000,,,0.494000,0.418000,0.236000,153
2019-01-07 07:00:00Z,0.279000,,,0.811000,0.563000,0.255000,154
2019-01-07 08:00:00Z,0.359000,,,1.276000,0.864000,0.300000,155
2019-01-07 09:00:00Z,0.416000,,,1.393000,1.109000,0.362000,156
2019-01-07 10:00:00Z,0.340000,,,0.721000,0.673000,0.362000,157
2019-01-07 11:00:00Z,,,,0.595000,0.710000,0.310000,158
2019-01-07 12:00:00Z,,,,0.583000,0.795000,0.281000,159
2019-01-07 13:00:00Z,0.358000,,,0.642000,0.738000,0.270000,160
2019-01-07 14:00:00Z,0.308000,,,0.556000,0.679000,0.223000,161
2019-01-07 15:00:00Z,0.334000,,,0.635000,0.681000,0.261000,162
2019-01-07 16:00:00Z,0.346000,,,0.687000,0.743000,0.259000,163
2019-01-07 17:00:00Z,0.356000,,,0.828000,0.808000,0.323000,164
2019-01-07 18:00:00Z,0.404000,,,1.029000,0.876000,0.306000,165
2019-01-07 19:00:00Z,0.393000,,,0.908000,0.739000,0.326000,166
2019-01-07 20:00:00Z,0.370000,,,0.683000,0.611000,0.295000,167
2019-01-07 21:00:00Z,0.326000,,,0.481000,0.479000,0.246000,168
2019-01-07 22:00:00Z,0.318000,,,0.440000,0.403000,0.215000,169
2019-01-07 23:00:00Z,0.291000,,,0.357000,0.333000,0.198000,170
2019-01-08 00:00:00Z,0.266000,,,0.308000,0.340000,0.192000,171
2019-01-08 01:00:00Z,0.201000,,,0.218000,0.212000,0.155000,172
2019-01-08 02:00:00Z,0.186000,,,0.225000,0.222000,0.147000,173
2019-01-08 03:00:00Z,0.178000,,,0.210000,0.225000,0.142000,174
2019-01-08 04:00:00Z,0.171000,,,0.201000,0.269000,0.146000,175
2019-01-08 05:00:00Z,0.177000,,,0.249000,0.400000,0.153000,176
2019-01-08 06:00:00Z,0.198000,,,0.339000,0.354000,0.176000,177
2019-01-08 07:00:00Z,0.240000,,,0.509000,0.464000,0.164000,178
2019-01-08 08:00:00Z,0.231000,,,0.813000,0.456000,0.195000,179
2019-01-08 09:00:00Z,0.258000,,,0.856000,0.418000,0.170000,180
2019-01-08 10:00:00Z,0.208000,,,0.495000,0.433000,0.168000,181
2019-01-08 11:00:00Z,0.204000,,,0.468000,0.381000,0.160000,182
2019-01-08 12:00:00Z,0.199000,,,0.472000,0.378000,0.153000,183
2019-01-08 13:00:00Z,0.190000,,,0.422000,0.340000,0.140000,184
2019-01-08 14:00:00Z,0.179000,,,0.479000,0.311000,0.133000,185
2019-01-08 15:00:00Z,0.183000,,,0.489000,0.264000,0.141000,186
2019-01-08 16:00:00Z,0.200000,,,0.538000,0.313000,0.145000,187
2019-01-08 17:00:00Z,0.210000,,,0.831000,0.335000,0.154000,188
2019-01-08 18:00:00Z,0.264000,,,1.053000,0.419000,0.177000,189
2019-01-08 19:00:00Z,0.271000,,,0.910000,0.368000,0.185000,190
2019-01-08 20:00:00Z,0.269000,,,0.698000,0.457000,0.183000,191
2019-01-08 21:00:00Z,0.246000,,,0.580000,0.452000,0.184000,192
2019-01-08 22:00:00Z,0.222000,,,0.485000,0.404000,0.195000,193
2019-01-08 23:00:00Z,0.219000,,,0.442000,0.299000,0.165000,194
2019-01-09 00:00:00Z,0.171000,,,0.304000,0.277000,0.145000,195
2019-01-09 01:00:00Z,0.234000,,,0.199000,0.278000,0.116000,196
2019-01-09 02:00:00Z,0.220000,,,0.163000,0.231000,0.110000,197
2019-01-09 03:00:00Z,0.231000,,,0.143000,0.194000,0.096000,198
2019-01-09 04:00:00Z,0.211000,,,0.156000,0.203000,0.094000,199
2019-01-09 05:00:00Z,0.215000,,,0.185000,0.248000,0.101000,200
2019-01-09 06:00:00Z,0.225000,,,0.261000,0.356000,0.113000,201
2019-01-09 07:00:00Z,0.252000,,,0.480000,0.346000,0.132000,202
2019-01-09 08:00:00Z,0.288000,,,0.690000,0.420000,0.138000,203
2019-01-09 09:00:00Z,0.289000,,,0.789000,0.360000,0.145000,204
2019-01-09 10:00:00Z,0.277000,,,0.544000,0.288000,0.125000,205
2019-01-09 11:00:00Z,0.266000,,,,0.274000,0.134000,206
2019-01-09 12:00:00Z,0.275000,,,0.491000,0.306000,0.132000,207
2019-01-09 13:00:00Z,0.273000,,,0.460000,0.305000,0.127000,208
2019-01-09 14:00:00Z,0.261000,,,0.444000,0.316000,,209
2019-01-09 15:00:00Z,0.254000,,,0.457000,0.280000,,210
2019-01-09 16:00:00Z,0.276000,,,0.566000,0.347000,,211
2019-01-09 17:00:00Z,0.330000,,,0.867000,0.422000,,212
2019-01-09 18:00:00Z,0.326000,,,1.078000,0.488000,,213
2019-01-09 19:00:00Z,0.330000,,,0.964000,0.437000,,214
2019-01-09 20:00:00Z,0.358000,,,0.732000,0.367000,,215
2019-01-09 21:00:00Z,0.338000,,,0.578000,0.392000,,216
2019-01-09 22:00:00Z,0.344000,,,0.635000,0.325000,,217
2019-01-09 23:00:00Z,0.337000,,,1.063000,0.319000,,218
2019-01-10 00:00:00Z,0.297000,,,0.608000,0.267000,,219
2019-01-10 01:00:00Z,0.211000,,,0.318000,0.209000,,220
2019-01-10 02:00:00Z,0.206000,,,0.253000,0.212000,,221
2019-01-10 03:00:00Z,0.211000,,,0.206000,0.241000,,222
2019-01-10 04:00:00Z,0.215000,,,0.208000,0.259000,,223
2019-01-10 05:00:00Z,0.209000,,,0.281000,0.289000,,224
2019-01-10 06:00:00Z,0.237000,,,0.611000,0.383000,,225
2019-01-10 07:00:00Z,0.259000,,,0.908000,0.489000,,226
2019-01-10 08:00:00Z,0.286000,,,0.835000,0.739000,,227
2019-01-10 09:00:00Z,0.402000,,,0.666000,0.791000,,228
2019-01-10 10:00:00Z,0.330000,,,0.579000,0.567000,,229
2019-01-10 11:00:00Z,0.262000,,,0.556000,0.481000,,230
2019-01-10 12:00:00Z,0.286000,,,0.677000,0.470000,,231
2019-01-10 13:00:00Z,0.252000,,,0.599000,0.370000,,232
2019-01-10 14:00:00Z,0.243000,,,0.412000,0.359000,,233
2019-01-10 15:00:00Z,0.230000,,,0.475000,0.363000,,234
2019-01-10 16:00:00Z,0.229000,,,0.600000,0.382000,,235
2019-01-10 17:00:00Z,0.244000,,,0.859000,0.513000,,236
2019-01-10 18:00:00Z,0.289000,,,1.118000,0.617000,,237
2019-01-10 19:00:00Z,0.314000,,,0.663000,0.573000,,238
2019-01-10 20:00:00Z,0.321000,,,0.582000,0.473000,,239
2019-01-10 21:00:00Z,0.252000,,,0.419000,0.390000,,240
2019-01-10 22:00:00Z,0.240000,,,0.372000,0.341000,,241
2019-01-10 23:00:00Z,0.194000,,,0.390000,0.322000,,242
2019-01-11 00:00:00Z,0.186000,,,0.435000,0.277000,,243
2019-01-11 01:00:00Z,0.224000,,,0.466000,0.299000,,244
2019-01-11 02:00:00Z,0.273000,,,0.418000,0.374000,,245
2019-01-11 03:00:00Z,0.282000,,,0.383000,0.539000,,246
2019-01-11 04:00:00Z,0.304000,,,0.284000,0.425000,,247
2019-01-11 05:00:00Z,0.295000,,,0.344000,0.565000,,248
2019-01-11 06:00:00Z,0.281000,,,0.456000,0.621000,,249
2019-01-11 07:00:00Z,0.285000,,,0.680000,0.755000,,250
2019-01-11 08:00:00Z,0.359000,,,1.049000,1.023000,,251
2019-01-11 09:00:00Z,0.429000,,,1.314000,1.008000,,252
2019-01-11 10:00:00Z,0.403000,,,0.687000,0.707000,,253
2019-01-11 11:00:00Z,0.409000,,,0.609000,0.716000,,254
2019-01-11 12:00:00Z,0.439000,,,0.758000,0.692000,,255
2019-01-11 13:00:00Z,0.425000,,,0.667000,0.600000,,256
2019-01-11 14:00:00Z,0.412000,,,0.688000,0.608000,,257
2019-01-11 15:00:00Z,0.367000,,,0.769000,0.607000,,258
2019-01-11 16:00:00Z,0.409000,,,0.894000,0.740000,,259
2019-01-11 17:00:00Z,0.400000,,,1.047000,0.863000,,260
2019-01-11 18:00:00Z,0.401000,,,1.043000,1.004000,,261
2019-01-11 19:00:00Z,0.447000,,,0.956000,0.678000,,262
2019-01-11 20:00:00Z,0.373000,,,0.796000,0.544000,,263
2019-01-11 21:00:00Z,0.345000,,,0.681000,0.504000,,264
2019-01-11 22:00:00Z,0.355000,,,0.624000,0.502000,,265
2019-01-11 23:00:00Z,0.328000,,,0.593000,0.430000,,266
2019-01-12 00:00:00Z,0.287000,,,0.553000,0.546000,,267
2019-01-12 01:00:00Z,0.287000,,,0.469000,0.436000,,268
2019-01-12 02:00:00Z,0.328000,,,0.375000,0.485000,,269
2019-01-12 03:00:00Z,0.294000,,,0.308000,0.446000,,270
2019-01-12 04:00:00Z,0.308000,,,0.278000,0.422000,,271
2019-01-12 05:00:00Z,0.308000,,,0.285000,0.407000,,272
2019-01-12 06:00:00Z,0.301000,,,0.292000,0.426000,,273
2019-01-12 07:00:00Z,0.281000,,,0.338000,0.355000,,274
2019-01-12 08:00:00Z,0.275000,,,0.462000,0.449000,,275
2019-01-12 09:00:00Z,0.286000,,,0.525000,0.455000,,276
2019-01-12 10:00:00Z,0.315000,,,0.553000,0.542000,,277
2019-01-12 11:00:00Z,0.313000,,,0.494000,0.433000,,278
2019-01-12 12:00:00Z,0.287000,,,0.490000,0.456000,,279
2019-01-12 13:00:00Z,0.288000,,,0.483000,0.506000,,280
2019-01-12 14:00:00Z,0.280000,,,0.507000,0.541000,,281
2019-01-12 15:00:00Z,0.295000,,,0.521000,0.569000,,282
2019-01-12 16:00:00Z,0.314000,,,0.554000,0.616000,,283
2019-01-12 17:00:00Z,0.337000,,,0.499000,0.521000,,284
2019-01-12 18:00:00Z,0.345000,,,0.530000,0.523000,,285
2019-01-12 19:00:00Z,0.357000,,,0.534000,0.573000,,286
2019-01-12 20:00:00Z,0.357000,,,0.511000,0.455000,,287
2019-01-12 21:00:00Z,0.327000,,,0.400000,0.472000,,288
2019-01-12 22:00:00Z,0.324000,,,0.370000,0.421000,,289
2019-01-12 23:00:00Z,0.301000,,,0.367000,0.513000,,290
2019-01-13 00:00:00Z,0.289000,,,0.360000,0.415000,,291
2019-01-13 01:00:00Z,0.225000,,,0.319000,0.376000,,292
2019-01-13 02:00:00Z,0.228000,,,0.292000,0.383000,,293
2019-01-13 03:00:00Z,0.212000,,,0.241000,0.281000,,294
2019-01-13 04:00:00Z,0.209000,,,0.258000,0.275000,,295
2019-01-13 05:00:00Z,0.207000,,,0.234000,0.262000,,296
2019-01-13 06:00:00Z,0.210000,,,0.229000,0.302000,,297
2019-01-13 07:00:00Z,0.212000,,,0.246000,0.391000,,298
2019-01-13 08:00:00Z,0.218000,,,0.265000,0.276000,,299
2019-01-13 09:00:00Z,0.236000,,,0.372000,0.307000,,300
2019-01-13 10:00:00Z,0.265000,,,0.363000,0.350000,,301
2019-01-13 11:00:00Z,0.259000,,,0.356000,0.360000,,302
2019-01-13 12:00:00Z,0.262000,,,0.433000,0.386000,,303
2019-01-13 13:00:00Z,0.238000,,,0.375000,0.401000,,304
2019-01-13 14:00:00Z,0.240000,,,0.361000,0.354000,,305
2019-01-13 15:00:00Z,0.222000,,,0.399000,0.421000,,306
2019-01-13 16:00:00Z,0.225000,,,0.433000,0.413000,,307
2019-01-13 17:00:00Z,0.251000,,,0.460000,0.359000,,308
2019-01-13 18:00:00Z,0.257000,,,0.386000,0.367000,,309
2019-01-13 19:00:00Z,0.258000,,,0.391000,0.366000,,310
2019-01-13 20:00:00Z,0.245000,,,0.364000,0.328000,,311
2019-01-13 21:00:00Z,0.257000,,,0.359000,0.367000,,312
2019-01-13 22:00:00Z,0.269000,,,0.360000,0.411000,,313
2019-01-13 23:00:00Z,0.239000,,,0.328000,0.285000,,314
2019-01-14 00:00:00Z,0.215000,,,0.273000,0.279000,,315
2019-01-14 01:00:00Z,0.217000,,,0.121000,0.178000,,316
2019-01-14 02:00:00Z,0.213000,,,0.107000,0.160000,,317
2019-01-14 03:00:00Z,0.213000,,,0.114000,0.216000,,318
2019-01-14 04:00:00Z,0.223000,,,0.133000,0.204000,,319
2019-01-14 05:00:00Z,0.224000,,,0.185000,0.259000,,320
2019-01-14 06:00:00Z,0.234000,,,0.225000,0.345000,,321
2019-01-14 07:00:00Z,0.263000,,,0.384000,0.452000,,322
2019-01-14 08:00:00Z,0.272000,,,0.631000,0.638000,,323
2019-01-14 09:00:00Z,0.297000,,,0.808000,0.735000,,324
2019-01-14 10:00:00Z,0.259000,,,0.460000,0.451000,,325
2019-01-14 11:00:00Z,0.250000,,,0.314000,0.385000,,326
2019-01-14 12:00:00Z,0.259000,,,0.390000,0.368000,,327
2019-01-14 13:00:00Z,0.242000,,,0.346000,0.436000,,328
2019-01-14 14:00:00Z,0.282000,,,0.369000,0.400000,,329
2019-01-14 15:00:00Z,0.244000,,,0.378000,0.390000,,330
2019-01-14 16:00:00Z,0.250000,,,0.450000,0.497000,,331
2019-01-14 17:00:00Z,0.247000,,,0.714000,0.561000,,332
2019-01-14 18:00:00Z,0.287000,,,0.911000,0.541000,,333
2019-01-14 19:00:00Z,0.310000,,,0.859000,0.528000,,334
2019-01-14 20:00:00Z,0.320000,,,0.699000,0.591000,,335
2019-01-14 21:00:00Z,0.305000,,,0.538000,0.525000,,336
2019-01-14 22:00:00Z,0.288000,,,0.498000,0.697000,,337
2019-01-14 23:00:00Z,0.328000,,,0.453000,0.644000,,338
2019-01-15 00:00:00Z,0.290000,,,0.306000,0.510000,,339
2019-01-15 01:00:00Z,0.223000,,,0.272000,0.603000,,340
2019-01-15 02:00:00Z,0.215000,,,0.240000,0.383000,,341
2019-01-15 03:00:00Z,0.227000,,,0.226000,0.414000,,342
2019-01-15 04:00:00Z,0.196000,,,0.211000,0.385000,,343
2019-01-15 05:00:00Z,0.180000,,,0.267000,0.481000,,344
2019-01-15 06:00:00Z,0.195000,,,0.388000,0.499000,,345
2019-01-15 07:00:00Z,0.231000,,,0.578000,0.656000,,346
2019-01-15 08:00:00Z,0.303000,,,0.983000,1.003000,,347
2019-01-15 09:00:00Z,0.332000,,,0.999000,1.068000,,348
2019-01-15 10:00:00Z,0.327000,,,0.655000,0.760000,,349
2019-01-15 11:00:00Z,0.251000,,,0.529000,0.651000,,350
2019-01-15 12:00:00Z,0.232000,,,0.559000,0.666000,,351
2019-01-15 13:00:00Z,0.182000,,,0.470000,0.641000,,352
2019-01-15 14:00:00Z,0.198000,,,0.541000,0.712000,,353
2019-01-15 15:00:00Z,0.173000,,,0.577000,0.717000,,354
2019-01-15 16:00:00Z,0.186000,,,0.570000,0.703000,,355
2019-01-15 17:00:00Z,0.198000,,,0.935000,0.707000,,356
2019-01-15 18:00:00Z,0.216000,,,1.274000,0.815000,,357
2019-01-15 19:00:00Z,0.240000,,,0.916000,0.698000,,358
2019-01-15 20:00:00Z,0.315000,,,0.696000,0.642000,,359
2019-01-15 21:00:00Z,0.311000,,,0.440000,0.428000,,360
2019-01-15 22:00:00Z,0.275000,,,0.384000,0.335000,,361
2019-01-15 23:00:00Z,0.254000,,,0.292000,0.293000,,362
2019-01-16 00:00:00Z,0.200000,,,0.217000,0.231000,,363
2019-01-16 01:00:00Z,0.256000,,,0.170000,0.234000,,364
2019-01-16 02:00:00Z,0.282000,,,0.150000,0.186000,,365
2019-01-16 03:00:00Z,0.312000,,,0.173000,0.253000,,366
2019-01-16 04:00:00Z,0.268000,,,0.196000,0.309000,,367
2019-01-16 05:00:00Z,0.335000,,,0.259000,0.292000,,368
2019-01-16 06:00:00Z,0.445000,,,0.384000,0.339000,,369
2019-01-16 07:00:00Z,0.594000,,,0.519000,0.539000,,370
2019-01-16 08:00:00Z,0.569000,,,1.106000,0.613000,,371
2019-01-16 09:00:00Z,0.674000,,,1.488000,0.714000,,372
2019-01-16 10:00:00Z,0.725000,,,0.645000,0.627000,,373
2019-01-16 11:00:00Z,0.602000,,,0.497000,0.488000,,374
