,Paris_Centre,PARIS_1er_Les_Halles,Place_Victor_Basch,Boulevard_Péripherique_Auteuil,Autoroute_A1_-_Saint-Denis,AUBERVILLIERS,OBJECTID
,PA04C,PA01H,BASCH,AUT,A1,AUB,0
,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,1
,CO,CO,CO,CO,CO,CO,2
,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,3
2019-03-21 17:00:00Z,0.279000,,,0.837000,0.414000,0.225000,1916
2019-03-21 18:00:00Z,0.281000,,,0.853000,0.468000,0.193000,1917
2019-03-21 19:00:00Z,0.347000,,,0.835000,0.528000,0.290000,1918
2019-03-21 20:00:00Z,0.397000,,,0.742000,0.458000,0.362000,1919
2019-03-21 21:00:00Z,0.397000,,,0.653000,0.507000,0.373000,1920
2019-03-21 22:00:00Z,0.387000,,,0.632000,0.468000,0.351000,1921
2019-03-21 23:00:00Z,0.361000,,,0.563000,0.353000,0.276000,1922
2019-03-22 00:00:00Z,0.288000,,,0.473000,0.315000,0.241000,1923
2019-03-22 01:00:00Z,0.224000,,,0.382000,0.397000,0.373000,1924
2019-03-22 02:00:00Z,0.226000,,,0.301000,0.354000,0.323000,1925
2019-03-22 03:00:00Z,0.218000,,,0.307000,0.255000,0.326000,1926
2019-03-22 04:00:00Z,0.232000,,,0.267000,0.270000,0.398000,1927
2019-03-22 05:00:00Z,0.260000,,,0.318000,0.392000,0.347000,1928
2019-03-22 06:00:00Z,0.281000,,,0.504000,0.406000,0.410000,1929
2019-03-22 07:00:00Z,0.378000,,,0.839000,0.503000,0.427000,1930
2019-03-22 08:00:00Z,0.564000,,,1.009000,0.537000,0.486000,1931
2019-03-22 09:00:00Z,0.517000,,,1.077000,0.681000,0.589000,1932
2019-03-22 10:00:00Z,0.532000,,,0.924000,0.685000,0.695000,1933
2019-03-22 11:00:00Z,0.711000,,,0.714000,0.863000,0.666000,1934
2019-03-22 12:00:00Z,0.615000,,,0.655000,0.792000,0.503000,1935
2019-03-22 13:00:00Z,0.585000,,,0.637000,0.619000,0.517000,1936
2019-03-22 14:00:00Z,0.460000,,,0.553000,0.546000,0.460000,1937
2019-03-22 15:00:00Z,0.389000,,,0.557000,0.521000,0.416000,1938
2019-03-22 16:00:00Z,0.343000,,,0.647000,0.499000,0.378000,1939
2019-03-22 17:00:00Z,0.298000,,,0.756000,0.533000,0.371000,1940
2019-03-22 18:00:00Z,0.336000,,,0.962000,0.570000,0.373000,1941
2019-03-22 19:00:00Z,0.356000,,,1.158000,0.592000,0.414000,1942
2019-03-22 20:00:00Z,0.392000,,,1.171000,0.473000,0.474000,1943
2019-03-22 21:00:00Z,0.444000,,,0.948000,0.648000,0.655000,1944
2019-03-22 22:00:00Z,0.568000,,,1.282000,0.593000,0.924000,1945
2019-03-22 23:00:00Z,0.612000,,,1.181000,0.911000,1.255000,1946
2019-03-23 00:00:00Z,0.944000,,,1.148000,1.032000,1.347000,1947
2019-03-23 01:00:00Z,1.002000,,,1.029000,1.231000,1.024000,1948
2019-03-23 02:00:00Z,0.692000,,,0.922000,1.097000,0.774000,1949
2019-03-23 03:00:00Z,0.647000,,,0.541000,0.497000,0.461000,1950
2019-03-23 04:00:00Z,0.398000,,,0.506000,0.407000,0.326000,1951
2019-03-23 05:00:00Z,0.313000,,,0.401000,0.282000,0.318000,1952
2019-03-23 06:00:00Z,0.281000,,,0.360000,0.293000,0.235000,1953
2019-03-23 07:00:00Z,0.266000,,,0.375000,0.298000,0.191000,1954
2019-03-23 08:00:00Z,0.270000,,,0.417000,0.320000,0.222000,1955
2019-03-23 09:00:00Z,0.269000,,,0.417000,0.359000,0.213000,1956
2019-03-23 10:00:00Z,0.259000,,,0.509000,0.369000,,1957
2019-03-23 11:00:00Z,0.242000,,,0.452000,0.343000,,1958
2019-03-23 12:00:00Z,0.243000,,,0.469000,0.331000,,1959
2019-03-23 13:00:00Z,0.236000,,,0.483000,0.338000,0.281000,1960
2019-03-23 14:00:00Z,0.243000,,,0.409000,0.328000,0.241000,1961
2019-03-23 15:00:00Z,0.237000,,,0.366000,0.329000,0.230000,1962
2019-03-23 16:00:00Z,0.226000,,,0.465000,0.278000,0.235000,1963
2019-03-23 17:00:00Z,0.245000,,,0.425000,0.279000,0.236000,1964
2019-03-23 18:00:00Z,0.240000,,,0.478000,0.381000,0.257000,1965
2019-03-23 19:00:00Z,0.260000,,,0.507000,0.444000,0.273000,1966
2019-03-23 20:00:00Z,0.286000,,,0.548000,0.486000,0.322000,1967
2019-03-23 21:00:00Z,0.293000,,,0.458000,0.464000,0.334000,1968
2019-03-23 22:00:00Z,0.322000,,,0.430000,0.441000,0.321000,1969
2019-03-23 23:00:00Z,0.327000,,,0.418000,0.378000,0.390000,1970
2019-03-24 00:00:00Z,0.338000,,,0.494000,0.363000,0.402000,1971
2019-03-24 01:00:00Z,0.295000,,,0.367000,0.300000,0.351000,1972
2019-03-24 02:00:00Z,0.282000,,,0.340000,0.288000,0.313000,1973
2019-03-24 03:00:00Z,0.255000,,,0.319000,0.243000,0.284000,1974
2019-03-24 04:00:00Z,0.246000,,,0.245000,0.251000,0.242000,1975
2019-03-24 05:00:00Z,0.239000,,,0.290000,0.238000,0.306000,1976
2019-03-24 06:00:00Z,0.240000,,,0.279000,0.249000,0.291000,1977
2019-03-24 07:00:00Z,0.235000,,,0.318000,0.255000,0.285000,1978
2019-03-24 08:00:00Z,0.246000,,,0.419000,0.265000,0.268000,1979
2019-03-24 09:00:00Z,0.258000,,,0.404000,0.292000,0.290000,1980
2019-03-24 10:00:00Z,0.255000,,,0.443000,0.332000,0.276000,1981
2019-03-24 11:00:00Z,0.266000,,,0.457000,0.343000,0.282000,1982
2019-03-24 12:00:00Z,0.258000,,,0.487000,0.335000,0.256000,1983
2019-03-24 13:00:00Z,0.258000,,,0.427000,0.323000,0.273000,1984
2019-03-24 14:00:00Z,0.239000,,,0.455000,0.327000,0.244000,1985
2019-03-24 15:00:00Z,0.218000,,,0.405000,0.261000,0.236000,1986
2019-03-24 16:00:00Z,0.229000,,,0.443000,0.269000,0.243000,1987
2019-03-24 17:00:00Z,0.211000,,,0.448000,0.245000,0.205000,1988
2019-03-24 18:00:00Z,0.224000,,,0.400000,0.297000,0.239000,1989
2019-03-24 19:00:00Z,0.254000,,,0.440000,0.364000,0.274000,1990
2019-03-24 20:00:00Z,0.285000,,,0.670000,0.392000,0.374000,1991
2019-03-24 21:00:00Z,0.330000,,,0.675000,0.450000,0.339000,1992
2019-03-24 22:00:00Z,0.309000,,,0.639000,0.381000,0.374000,1993
2019-03-24 23:00:00Z,0.234000,,,0.447000,0.403000,0.341000,1994
2019-03-25 00:00:00Z,0.211000,,,0.379000,0.322000,0.288000,1995
2019-03-25 01:00:00Z,0.161000,,,0.258000,0.268000,0.258000,1996
2019-03-25 02:00:00Z,0.172000,,,0.291000,0.232000,0.261000,1997
2019-03-25 03:00:00Z,0.175000,,,0.293000,0.245000,0.277000,1998
2019-03-25 04:00:00Z,0.183000,,,0.247000,0.242000,0.271000,1999
2019-03-25 05:00:00Z,0.191000,,,0.311000,0.361000,0.288000,2000
2019-03-25 06:00:00Z,0.252000,,,0.459000,0.501000,0.356000,2001
2019-03-25 07:00:00Z,0.294000,,,0.737000,0.576000,0.438000,2002
2019-03-25 08:00:00Z,0.280000,,,0.746000,0.583000,0.356000,2003
2019-03-25 09:00:00Z,0.229000,,,0.600000,0.431000,0.324000,2004
2019-03-25 10:00:00Z,0.174000,,,0.370000,0.258000,0.200000,2005
2019-03-25 11:00:00Z,0.181000,,,0.302000,0.234000,0.184000,2006
2019-03-25 12:00:00Z,0.160000,,,0.287000,0.269000,0.191000,2007
2019-03-25 13:00:00Z,0.151000,,,0.303000,0.257000,0.207000,2008
2019-03-25 14:00:00Z,0.144000,,,0.381000,0.218000,0.195000,2009
2019-03-25 15:00:00Z,0.151000,,,0.410000,0.228000,0.231000,2010
2019-03-25 16:00:00Z,0.145000,,,0.449000,0.255000,0.223000,2011
2019-03-25 17:00:00Z,0.162000,,,0.507000,0.300000,0.240000,2012
2019-03-25 18:00:00Z,0.193000,,,0.534000,0.330000,0.256000,2013
2019-03-25 19:00:00Z,0.222000,,,0.557000,0.349000,0.279000,2014
2019-03-25 20:00:00Z,0.234000,,,0.486000,0.371000,0.323000,2015
2019-03-25 21:00:00Z,0.216000,,,0.448000,0.317000,0.298000,2016
2019-03-25 22:00:00Z,0.193000,,,0.405000,0.469000,0.307000,2017
2019-03-25 23:00:00Z,0.173000,,,0.320000,0.526000,0.259000,2018
2019-03-26 00:00:00Z,0.152000,,,0.260000,0.221000,0.250000,2019
2019-03-26 01:00:00Z,0.234000,,,0.128000,0.213000,0.327000,2020
2019-03-26 02:00:00Z,0.228000,,,0.131000,0.187000,0.322000,2021
2019-03-26 03:00:00Z,0.233000,,,0.127000,0.192000,0.266000,2022
2019-03-26 04:00:00Z,0.246000,,,0.133000,0.216000,0.271000,2023
2019-03-26 05:00:00Z,0.245000,,,0.196000,0.315000,0.302000,2024
2019-03-26 06:00:00Z,0.273000,,,0.249000,0.373000,0.310000,2025
2019-03-26 07:00:00Z,0.282000,,,0.398000,0.390000,0.330000,2026
2019-03-26 08:00:00Z,0.281000,,,0.667000,0.520000,0.315000,2027
2019-03-26 09:00:00Z,0.264000,,,0.640000,0.453000,0.268000,2028
2019-03-26 10:00:00Z,0.244000,,,0.353000,0.341000,0.251000,2029
2019-03-26 11:00:00Z,0.250000,,,0.370000,0.333000,0.230000,2030
2019-03-26 12:00:00Z,0.242000,,,0.318000,0.328000,0.208000,2031
2019-03-26 13:00:00Z,0.246000,,,0.399000,0.303000,0.231000,2032
2019-03-26 14:00:00Z,0.241000,,,0.358000,0.269000,0.234000,2033
2019-03-26 15:00:00Z,0.245000,,,0.405000,0.317000,0.232000,2034
2019-03-26 16:00:00Z,0.246000,,,0.461000,0.348000,0.221000,2035
2019-03-26 17:00:00Z,0.267000,,,0.386000,0.430000,0.278000,2036
2019-03-26 18:00:00Z,0.295000,,,0.590000,0.480000,0.247000,2037
2019-03-26 19:00:00Z,0.345000,,,0.453000,0.541000,0.258000,2038
2019-03-26 20:00:00Z,0.371000,,,0.509000,0.424000,0.334000,2039
2019-03-26 21:00:00Z,0.325000,,,0.384000,0.416000,0.278000,2040
2019-03-26 22:00:00Z,0.314000,,,0.210000,0.356000,0.276000,2041
2019-03-26 23:00:00Z,0.295000,,,0.197000,0.380000,0.316000,2042
2019-03-27 00:00:00Z,0.301000,,,0.203000,0.322000,0.266000,2043
2019-03-27 01:00:00Z,0.244000,,,0.231000,0.264000,0.253000,2044
2019-03-27 02:00:00Z,0.243000,,,0.228000,0.252000,0.303000,2045
2019-03-27 03:00:00Z,0.252000,,,0.259000,0.265000,0.271000,2046
2019-03-27 04:00:00Z,0.263000,,,0.227000,0.317000,0.276000,2047
2019-03-27 05:00:00Z,0.280000,,,0.331000,0.391000,0.319000,2048
2019-03-27 06:00:00Z,0.290000,,,0.542000,0.505000,0.342000,2049
2019-03-27 07:00:00Z,0.316000,,,0.946000,0.472000,0.369000,2050
2019-03-27 08:00:00Z,0.319000,,,0.897000,0.566000,0.307000,2051
2019-03-27 09:00:00Z,0.280000,,,0.794000,0.440000,0.308000,2052
2019-03-27 10:00:00Z,0.250000,,,0.480000,0.342000,0.271000,2053
2019-03-27 11:00:00Z,0.233000,,,0.431000,0.383000,0.267000,2054
2019-03-27 12:00:00Z,0.218000,,,0.492000,0.352000,0.206000,2055
2019-03-27 13:00:00Z,0.219000,,,0.440000,0.334000,0.189000,2056
2019-03-27 14:00:00Z,0.217000,,,0.441000,0.351000,0.215000,2057
2019-03-27 15:00:00Z,0.223000,,,0.468000,0.318000,0.227000,2058
2019-03-27 16:00:00Z,0.219000,,,0.526000,0.306000,0.232000,2059
2019-03-27 17:00:00Z,0.234000,,,0.613000,0.378000,0.274000,2060
2019-03-27 18:00:00Z,0.284000,,,0.700000,0.411000,0.232000,2061
2019-03-27 19:00:00Z,0.347000,,,0.695000,0.414000,0.278000,2062
2019-03-27 20:00:00Z,0.358000,,,0.551000,0.458000,0.338000,2063
2019-03-27 21:00:00Z,0.367000,,,0.568000,0.446000,0.306000,2064
2019-03-27 22:00:00Z,0.364000,,,0.476000,0.451000,0.312000,2065
2019-03-27 23:00:00Z,0.341000,,,0.533000,0.410000,0.324000,2066
2019-03-28 00:00:00Z,0.315000,,,0.405000,0.356000,0.308000,2067
2019-03-28 01:00:00Z,0.293000,,,0.334000,0.263000,0.384000,2068
2019-03-28 02:00:00Z,0.310000,,,0.290000,0.212000,0.362000,2069
2019-03-28 03:00:00Z,0.306000,,,0.263000,0.219000,0.403000,2070
2019-03-28 04:00:00Z,0.304000,,,0.299000,0.282000,0.350000,2071
2019-03-28 05:00:00Z,0.336000,,,0.399000,0.350000,0.394000,2072
2019-03-28 06:00:00Z,0.377000,,,0.478000,0.463000,0.468000,2073
2019-03-28 07:00:00Z,0.408000,,,0.687000,0.667000,0.489000,2074
2019-03-28 08:00:00Z,0.413000,,,0.971000,0.581000,0.384000,2075
2019-03-28 09:00:00Z,0.346000,,,0.875000,0.516000,0.333000,2076
2019-03-28 10:00:00Z,0.310000,,,0.539000,0.332000,0.208000,2077
2019-03-28 11:00:00Z,0.312000,,,0.517000,0.313000,0.218000,2078
2019-03-28 12:00:00Z,0.281000,,,0.578000,0.339000,0.218000,2079
2019-03-28 13:00:00Z,0.278000,,,0.497000,0.314000,0.262000,2080
2019-03-28 14:00:00Z,0.272000,,,0.562000,0.299000,0.275000,2081
2019-03-28 15:00:00Z,0.292000,,,0.505000,0.258000,0.294000,2082
2019-03-28 16:00:00Z,0.280000,,,0.557000,0.306000,0.251000,2083
2019-03-28 17:00:00Z,0.294000,,,0.701000,0.332000,0.252000,2084
2019-03-28 18:00:00Z,0.313000,,,0.818000,0.368000,0.271000,2085
2019-03-28 19:00:00Z,0.354000,,,0.783000,0.398000,0.335000,2086
2019-03-28 20:00:00Z,0.367000,,,0.626000,0.335000,0.335000,2087
2019-03-28 21:00:00Z,0.365000,,,0.576000,0.326000,0.271000,2088
2019-03-28 22:00:00Z,0.363000,,,0.565000,0.289000,0.307000,2089
2019-03-28 23:00:00Z,0.315000,,,0.572000,0.301000,0.285000,2090
2019-03-29 00:00:00Z,0.316000,,,0.428000,0.259000,0.295000,2091
2019-03-29 01:00:00Z,0.245000,,,0.358000,0.257000,0.273000,2092
2019-03-29 02:00:00Z,0.244000,,,0.257000,0.320000,0.264000,2093
2019-03-29 03:00:00Z,0.240000,,,0.229000,0.402000,0.291000,2094
2019-03-29 04:00:00Z,0.256000,,,0.255000,0.432000,0.302000,2095
2019-03-29 05:00:00Z,0.281000,,,0.316000,0.561000,0.343000,2096
2019-03-29 06:00:00Z,0.311000,,,0.416000,0.579000,0.416000,2097
2019-03-29 07:00:00Z,0.358000,,,0.536000,0.633000,0.519000,2098
2019-03-29 08:00:00Z,0.334000,,,0.755000,0.732000,0.427000,2099
2019-03-29 09:00:00Z,0.289000,,,0.736000,0.609000,0.370000,2100
2019-03-29 10:00:00Z,0.277000,,,0.537000,0.440000,0.263000,2101
2019-03-29 11:00:00Z,0.225000,,,0.492000,0.364000,0.237000,2102
2019-03-29 12:00:00Z,0.191000,,,0.425000,0.372000,0.178000,2103
2019-03-29 13:00:00Z,0.192000,,,0.399000,0.351000,0.259000,2104
2019-03-29 14:00:00Z,0.190000,,,0.438000,0.329000,0.231000,2105
2019-03-29 15:00:00Z,0.188000,,,0.338000,0.238000,0.228000,2106
2019-03-29 16:00:00Z,0.187000,,,0.453000,0.255000,0.242000,2107
2019-03-29 17:00:00Z,0.199000,,,0.466000,0.303000,0.232000,2108
2019-03-29 18:00:00Z,0.248000,,,0.486000,0.362000,0.220000,2109
2019-03-29 19:00:00Z,0.291000,,,0.398000,0.435000,0.326000,2110
2019-03-29 20:00:00Z,0.398000,,,0.640000,0.506000,0.543000,2111
2019-03-29 21:00:00Z,0.563000,,,1.217000,1.065000,0.634000,2112
2019-03-29 22:00:00Z,0.622000,,,1.303000,1.110000,0.783000,2113
2019-03-29 23:00:00Z,0.710000,,,1.314000,1.024000,1.196000,2114
2019-03-30 00:00:00Z,0.885000,,,1.289000,0.994000,1.239000,2115
2019-03-30 01:00:00Z,0.782000,,,1.192000,1.063000,1.130000,2116
2019-03-30 02:00:00Z,0.691000,,,1.125000,1.083000,1.235000,2117
2019-03-30 03:00:00Z,0.671000,,,0.906000,0.882000,1.143000,2118
2019-03-30 04:00:00Z,0.650000,,,0.863000,0.922000,1.072000,2119
2019-03-30 05:00:00Z,0.600000,,,0.761000,0.880000,0.838000,2120
2019-03-30 06:00:00Z,0.562000,,,0.539000,0.902000,0.791000,2121
2019-03-30 07:00:00Z,0.496000,,,0.618000,1.065000,0.596000,2122
2019-03-30 08:00:00Z,0.409000,,,0.533000,0.668000,0.391000,2123
2019-03-30 09:00:00Z,0.406000,,,0.452000,0.574000,0.345000,2124
2019-03-30 10:00:00Z,0.332000,,,0.362000,0.470000,0.332000,2125
2019-03-30 11:00:00Z,0.308000,,,0.287000,0.469000,0.274000,2126
2019-03-30 12:00:00Z,0.280000,,,0.332000,0.388000,0.247000,2127
2019-03-30 13:00:00Z,0.244000,,,0.340000,0.345000,0.251000,2128
2019-03-30 14:00:00Z,0.218000,,,0.334000,0.284000,0.249000,2129
2019-03-30 15:00:00Z,0.220000,,,0.359000,0.230000,0.262000,2130
2019-03-30 16:00:00Z,0.214000,,,0.392000,0.304000,0.312000,2131
2019-03-30 17:00:00Z,0.246000,,,0.499000,0.359000,0.306000,2132
2019-03-30 18:00:00Z,0.239000,,,0.851000,0.447000,0.294000,2133
2019-03-30 19:00:00Z,0.332000,,,1.122000,0.558000,0.425000,2134
2019-03-30 20:00:00Z,0.508000,,,0.900000,0.579000,0.576000,2135
2019-03-30 21:00:00Z,0.575000,,,0.868000,0.645000,0.682000,2136
2019-03-30 22:00:00Z,0.714000,,,1.113000,1.053000,0.901000,2137
2019-03-30 23:00:00Z,0.699000,,,1.276000,0.822000,1.050000,2138
2019-03-31 00:00:00Z,0.663000,,,1.252000,0.862000,1.143000,2139
2019-03-31 01:00:00Z,0.713000,,,1.343000,0.859000,0.836000,2140
2019-03-31 02:00:00Z,0.694000,,,0.954000,1.012000,0.799000,2141
2019-03-31 03:00:00Z,,,,0.662000,1.053000,1,2142
2019-03-31 04:00:00Z,0.633000,,,0.714000,1.036000,0.959000,2143
2019-03-31 05:00:00Z,0.632000,,,0.566000,1.078000,0.672000,2144
2019-03-31 06:00:00Z,0.658000,,,0.527000,0.965000,0.772000,2145
2019-03-31 07:00:00Z,0.556000,,,0.436000,0.836000,0.751000,2146
2019-03-31 08:00:00Z,0.413000,,,0.369000,0.757000,0.550000,2147
2019-03-31 09:00:00Z,0.362000,,,0.487000,0.581000,0.320000,2148
2019-03-31 10:00:00Z,0.259000,,,0.523000,0.336000,0.215000,2149
2019-03-31 11:00:00Z,0.220000,,,0.428000,0.345000,0.182000,2150
2019-03-31 12:00:00Z,0.190000,,,0.349000,0.299000,0.159000,2151
2019-03-31 13:00:00Z,0.175000,,,0.346000,0.288000,0.225000,2152
2019-03-31 14:00:00Z,0.174000,,,0.401000,0.296000,0.240000,2153
2019-03-31 15:00:00Z,0.161000,,,0.418000,0.327000,0.184000,2154
2019-03-31 16:00:00Z,0.167000,,,0.404000,0.337000,0.214000,2155
2019-03-31 17:00:00Z,0.199000,,,0.441000,0.425000,0.244000,2156
2019-03-31 18:00:00Z,0.305000,,,0.436000,0.397000,0.323000,2157
2019-03-31 19:00:00Z,0.333000,,,0.476000,0.437000,0.313000,2158
2019-03-31 20:00:00Z,0.309000,,,0.432000,0.332000,0.262000,2159
2019-03-31 21:00:00Z,0.273000,,,0.449000,0.289000,0.233000,2160
2019-03-31 22:00:00Z,0.266000,,,0.400000,0.285000,0.212000,2161
2019-03-31 23:00:00Z,0.261000,,,0.392000,0.270000,0.202000,2162
2019-04-01 00:00:00Z,0.256000,,,0.306000,0.263000,0.203000,2163
2019-04-01 01:00:00Z,0.276000,,,0.237000,0.264000,0.352000,2164
2019-04-01 02:00:00Z,0.285000,,,0.194000,0.259000,0.360000,2165
2019-04-01 03:00:00Z,0.288000,,,0.209000,0.273000,0.305000,2166
2019-04-01 04:00:00Z,0.277000,,,0.274000,0.323000,0.300000,2167
2019-04-01 05:00:00Z,0.281000,,,0.329000,0.402000,0.302000,2168
2019-04-01 06:00:00Z,0.303000,,,0.476000,0.448000,0.343000,2169
2019-04-01 07:00:00Z,0.355000,,,0.879000,0.489000,0.328000,2170
2019-04-01 08:00:00Z,0.380000,,,0.928000,0.601000,0.326000,2171
2019-04-01 09:00:00Z,0.350000,,,0.574000,0.463000,0.267000,2172
2019-04-01 10:00:00Z,0.322000,,,0.532000,0.402000,0.233000,2173
2019-04-01 11:00:00Z,0.316000,,,0.463000,0.393000,0.239000,2174
2019-04-01 12:00:00Z,,,,0.501000,0.420000,0.232000,2175
2019-04-01 13:00:00Z,0.294000,,,0.539000,0.413000,0.288000,2176
2019-04-01 14:00:00Z,0.255000,,,0.463000,0.363000,0.278000,2177
2019-04-01 15:00:00Z,0.235000,,,0.481000,0.312000,0.277000,2178
2019-04-01 16:00:00Z,0.231000,,,0.429000,0.362000,0.276000,2179
2019-04-01 17:00:00Z,0.229000,,,0.529000,0.365000,0.285000,2180
2019-04-01 18:00:00Z,0.284000,,,0.431000,0.315000,0.314000,2181
2019-04-01 19:00:00Z,0.300000,,,0.364000,0.327000,0.394000,2182
2019-04-01 20:00:00Z,0.364000,,,0.323000,0.341000,0.578000,2183
2019-04-01 21:00:00Z,0.371000,,,0.361000,0.417000,0.449000,2184
2019-04-01 22:00:00Z,0.300000,,,0.292000,0.303000,0.395000,2185
2019-04-01 23:00:00Z,0.286000,,,0.238000,0.247000,0.349000,2186
2019-04-02 00:00:00Z,0.245000,,,0.196000,0.215000,0.410000,2187
2019-04-02 01:00:00Z,0.208000,,,0.152000,0.317000,0.305000,2188
2019-04-02 02:00:00Z,0.194000,,,0.155000,0.302000,0.287000,2189
2019-04-02 03:00:00Z,0.199000,,,0.160000,0.326000,0.291000,2190
2019-04-02 04:00:00Z,0.193000,,,0.173000,0.384000,0.271000,2191
2019-04-02 05:00:00Z,0.253000,,,0.247000,0.480000,0.311000,2192
2019-04-02 06:00:00Z,0.310000,,,0.445000,0.528000,0.331000,2193
2019-04-02 07:00:00Z,0.306000,,,0.700000,0.706000,0.378000,2194
2019-04-02 08:00:00Z,,,,0.652000,0.934000,0.398000,2195
2019-04-02 09:00:00Z,0.409000,,,0.517000,0.762000,0.430000,2196
2019-04-02 10:00:00Z,0.287000,,,0.389000,0.557000,0.282000,2197
2019-04-02 11:00:00Z,0.273000,,,0.380000,0.520000,,2198
2019-04-02 12:00:00Z,0.248000,,,0.307000,0.464000,,2199
2019-04-02 13:00:00Z,0.224000,,,0.333000,0.521000,0.289000,2200
2019-04-02 14:00:00Z,0.198000,,,0.329000,0.510000,0.296000,2201
2019-04-02 15:00:00Z,0.187000,,,0.326000,0.550000,0.255000,2202
2019-04-02 16:00:00Z,0.202000,,,0.419000,0.616000,0.306000,2203
2019-04-02 17:00:00Z,0.205000,,,0.528000,0.655000,0.243000,2204
2019-04-02 18:00:00Z,0.215000,,,0.517000,0.757000,0.230000,2205
2019-04-02 19:00:00Z,0.205000,,,0.573000,0.714000,0.272000,2206
2019-04-02 20:00:00Z,0.194000,,,0.353000,0.587000,0.277000,2207
2019-04-02 21:00:00Z,0.192000,,,0.268000,0.574000,0.284000,2208
2019-04-02 22:00:00Z,0.188000,,,0.248000,0.417000,0.288000,2209
2019-04-02 23:00:00Z,0.169000,,,0.191000,0.485000,0.291000,2210
2019-04-03 00:00:00Z,0.142000,,,0.131000,0.339000,0.312000,2211
2019-04-03 01:00:00Z,0.153000,,,0.108000,0.261000,0.194000,2212
2019-04-03 02:00:00Z,0.149000,,,0.098000,0.208000,0.229000,2213
2019-04-03 03:00:00Z,0.123000,,,0.118000,0.248000,0.256000,2214
2019-04-03 04:00:00Z,0.160000,,,0.155000,0.249000,0.230000,2215
2019-04-03 05:00:00Z,0.211000,,,0.230000,0.281000,0.231000,2216
2019-04-03 06:00:00Z,0.223000,,,0.460000,0.352000,0.264000,2217
2019-04-03 07:00:00Z,0.247000,,,0.699000,0.761000,0.299000,2218
2019-04-03 08:00:00Z,0.290000,,,0.611000,0.807000,0.304000,2219
2019-04-03 09:00:00Z,0.200000,,,0.414000,0.524000,0.269000,2220
2019-04-03 10:00:00Z,0.197000,,,0.288000,0.444000,0.240000,2221
2019-04-03 11:00:00Z,0.185000,,,0.266000,0.445000,0.248000,2222
2019-04-03 12:00:00Z,0.149000,,,0.252000,0.429000,0.243000,2223
2019-04-03 13:00:00Z,,,,0.250000,0.418000,0.207000,2224
2019-04-03 14:00:00Z,,,,0.260000,0.373000,0.225000,2225
2019-04-03 15:00:00Z,0.192000,,,0.234000,0.383000,0.234000,2226
2019-04-03 16:00:00Z,0.149000,,,0.332000,0.498000,0.260000,2227
2019-04-03 17:00:00Z,0.169000,,,0.509000,0.536000,0.285000,2228
2019-04-03 18:00:00Z,0.175000,,,0.567000,0.605000,0.310000,2229
2019-04-03 19:00:00Z,0.182000,,,0.473000,0.524000,0.319000,2230
2019-04-03 20:00:00Z,0.193000,,,0.520000,0.478000,0.331000,2231
2019-04-03 21:00:00Z,0.169000,,,0.321000,0.463000,0.309000,2232
2019-04-03 22:00:00Z,0.250000,,,0.636000,0.330000,0.354000,2233
2019-04-03 23:00:00Z,0.211000,,,0.446000,0.371000,0.309000,2234
2019-04-04 00:00:00Z,0.216000,,,0.272000,0.376000,0.391000,2235
2019-04-04 01:00:00Z,0.226000,,,0.242000,0.445000,0.315000,2236
2019-04-04 02:00:00Z,0.187000,,,0.211000,0.347000,0.340000,2237
2019-04-04 03:00:00Z,0.157000,,,0.207000,0.395000,0.304000,2238
2019-04-04 04:00:00Z,0.180000,,,0.230000,0.447000,0.418000,2239
2019-04-04 05:00:00Z,0.336000,,,0.329000,0.600000,0.587000,2240
2019-04-04 06:00:00Z,0.454000,,,0.527000,0.678000,0.395000,2241
2019-04-04 07:00:00Z,0.416000,,,1.032000,0.773000,0.453000,2242
2019-04-04 08:00:00Z,0.332000,,,0.864000,0.607000,0.402000,2243
2019-04-04 09:00:00Z,0.288000,,,0.393000,0.462000,0.337000,2244
2019-04-04 10:00:00Z,0.169000,,,0.350000,0.347000,0.278000,2245
2019-04-04 11:00:00Z,0.151000,,,0.341000,0.348000,0.271000,2246
2019-04-04 12:00:00Z,0.159000,,,0.299000,0.462000,0.275000,2247
2019-04-04 13:00:00Z,0.158000,,,0.340000,0.402000,0.198000,2248
2019-04-04 14:00:00Z,0.145000,,,0.293000,0.405000,0.215000,2249
2019-04-04 15:00:00Z,0.161000,,,0.338000,0.338000,0.233000,2250
2019-04-04 16:00:00Z,0.162000,,,0.370000,0.414000,0.247000,2251
2019-04-04 17:00:00Z,0.163000,,,0.458000,0.465000,0.259000,2252
2019-04-04 18:00:00Z,0.198000,,,0.681000,0.425000,0.266000,2253
2019-04-04 19:00:00Z,0.246000,,,0.583000,0.415000,0.263000,2254
2019-04-04 20:00:00Z,0.239000,,,0.341000,0.425000,0.306000,2255
2019-04-04 21:00:00Z,0.239000,,,0.334000,0.433000,0.330000,2256
2019-04-04 22:00:00Z,0.238000,,,0.297000,0.423000,0.333000,2257
2019-04-04 23:00:00Z,0.219000,,,0.277000,0.290000,0.280000,2258
2019-04-05 00:00:00Z,0.173000,,,0.217000,0.255000,0.253000,2259
